professor,review,tags
Terry  Herter,"I came into this class really excited to learn about astronomy but I walked out feeling disappointed.  This course is pretty dry with some interesting topics towards the end of the semester.  Professor Herter's prelims and final are not hard as long as you do the practice tests and memorize stuff from lecture slides.  Easy class but very very dry. He basically reads off the slides, and I find the lectures pretty useless as all the slide are online. The discussions are a lot more helpful. He's the kind of professor you want to like, and he tries to keep things interesting with demos and things, but he goes off on a lot of boring tangents and gives too many pointless examples and slideshows. If I could describe Terry Herter in one word, it would be bouncy.  This man bounces up and down on his toes like a pogo stick and is very perky/bubbly/weird/funny.  Class is more organized than ASTR 102 and therefore easier.   Not necessary to even open the book; all you need is in the lecture slides. There is not tons of chem and physics, that's a lie. It's a great class, you learn a ton, and it's relatively easy. Herter is great, funny, hilarious, nerdy, and willing to help. Take the lab--it's easy and = extra points. Highly recommened. Professor Herter is effing hilarious; he uses several demonstrations that are so wild you can't help but laugh at them.  He's very unassuming and willing to help anyone.",[]
Hom Prasad Acharya,,[]
Laura M. Tach,,[]
Esak  Lee,,[]
Alan Jeffrey Nussbaum,"A very enjoyable professor, very knowledgeable and open to questions. All material is on printed notes handed out each class, but not much of it will make sense if you don't go to lecture. I did have his class in the late afternoon and his voice put me to sleep several times, but not for lack of interesting content.",[]
Chao  Yu,,[]
John M. Doris,,[]
Christopher Cutler Umbach,"Umbach is a super nice guy and his office hours are key for the problem sets! However, the class itself is super disorganized and nanotech is such a broad topic that it sometimes seems like we're just learning random stuff. Prelims were okay, but quizzes were pretty bad exactly what others talk about. He expects too much prior knowledge about chem and physics even if its engri class and the class is really boring and long. Great professor! Definitely take as prospective ChemE or MatSci Umbach, although tough, is an entertaining lecturer and a kind professor. Arguably, Nanotechnology is one of the hardest ENGRI classes, and as such, many people are disappointed with workload. However, the class was inspirational, and it completely changed my personal career path; as such, I highly recommend the class for motivated individuals Decent professor. His lecture notes are extremely dense, but he posts all the power points which are very convenient for reviewing for prelims. For the most part the tests are fair. The homeworks didn't seem particularly useful but they weren't very hard. The material is often interesting, other times not so much. Overall a decent experience","[""Skip class? You won't pass."", 'Amazing lectures', 'Respected', 'Group projects', 'Graded by few things']"
Dina  Bishara,,[]
Mark E. Lewis,"Mark Lewis is like Brock Lesnar. He looks good on the outside, but he sucks actually.  Took this class with dual-professor, Lewis and Dai. Compared to Dai, Lewis is a joke. He lectures about his daughter and answers cell phones in class. His tests cover everything, but involve redundant crazy computations. Also, the extra credit questions ask about her daughter's gymnastic score. I mean, WTF. As a person, Lewis is a great guy. Funny, interesting to talk to and willing to help. But he is a terrible lecturer and orator. Spent most of the time talking about random stuff and his life. However, tests were easy and I learned most of the class from the textbook and discussion. Prof Lewis is a love or hate type of guy. I personally really enjoyed coming to class. He loves to tell funny stories and keep the class engaged. Many complain that he is a bad lecturer, but I think that the material is understandable and not that hard if one pays attention and reads the book outside of class. He is one of my favorite profs so far. Spent more time talking about personal life than lecturing on material.  Also, terrible at explaining material.  The class was easy enough though,","['Tough grader', 'Tests are tough', 'Lots of homework']"
Jon W LaRock,,[]
George R. Frantz,George is the best professor ever at CRP department,"['Group projects', 'Amazing lectures', 'Clear grading criteria']"
Jodi R Cohen,,[]
Frank  Ge,,[]
Amy  Newman,"Prof. Newman is calm and talks slowly. Sometimes she was not able to control the class. As each class of Cornell University worth a ticket of a Broadway show, Prof. Newman's classes obviously do not worth that price. For instance, she asked students to do mock interview one by one for 3 consecutive classes while she did not give much useful feedba She is nice and helpful, especially when you actively seek her help. Tough grader. Very friendly. Prof Newman is one of the best Man Comm teachers. She's about as interesting as you can get for this course, and truly a very nice person. Man Comm is Man Comm and she is better than snow. I thought she was pretty good for Man comm, she is a good mix between Snow and Arlisse/Dahl. You actually will learn something and she won't harass you like Snow.",['Tough grader']
Alex Thai Dinh Vo,,[]
Kerry Elizabeth Spitze,,[]
Jeremy J. Allen,"He's a nice guy with a great sense of humor, but don't let that fool you into believing that you can get away without studying. Prelims and quizzes require a huge amount of memorization to do well on, so try to avoid this class if you aren't ready to grind.","['Hilarious', 'Accessible outside class', 'EXTRA CREDIT', 'Caring', 'Amazing lectures']"
Grit  Matthias Phelps,,[]
Randy Lee Allen,,[]
Annette  Richards,,[]
Mark  Gotham,,[]
